ID,Date_Time,Year,Month,Mdate,Day,Time,Sensor_ID,Sensor_Name,Hourly_Counts
3450383,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,35,Southbank,178
3450384,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,45,Little Collins St-Swanston St (East),54
3450385,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,41,Flinders La-Swanston St (West),232
3450386,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,46,Pelham St (S),1
3450387,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,47,Melbourne Central-Elizabeth St (East),105
3450388,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,48,QVM-Queen St (East),32
3450389,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,49,QVM-Therry St (South),32
3450390,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,50,Faraday St-Lygon St (West),12
3450391,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,51,QVM-Franklin St (North),20
3450392,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,52,Elizabeth St-Lonsdale St (South),38
3450394,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,55,Elizabeth St-La Trobe St (East),180
3450395,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,56,Lonsdale St - Elizabeth St (North),22
3450396,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,57,Bourke St Bridge,6
3450397,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,58,Bourke St - Spencer St (North),93
3450398,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,59,Swanston St - RMIT Building 80,21
3450399,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,61,Swanston St - RMIT Building 14,47
3450400,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,62,La Trobe St (North),54
3450401,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,63,231 Bourke St,125
3450402,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,64,Royal Pde-Grattan St,13
3450403,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,65,Swanston St - City Square,69
3450404,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,66,State Library-New,95
3450405,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,67,Flinders Ln -Degraves St (South),0
3450406,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,68,Flinders Ln -Degraves St (North),0
3450407,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,69,Flinders Ln -Degraves St (Crossing),0
3450409,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,71,Westwood Place,14
3450410,12/11/2020 12:00:00 AM,2020,December,11,Friday,0,73,Bourke St - Spencer St (South),23
3450411,12/11/2020 01:00:00 AM,2020,December,11,Friday,1,4,Town Hall (West),64
